,UID,tYear,AADT,ESAL,pTrucks,SingleTrucks,DoubleTrucks,TrainTrucks,Unnamed: 0,sYear,IntID,Rutting,IRI,PSC,PPC,PRC,Alli,Long,SR,Begin ARM,End ARM,Is Bridge,Lane Surface Type,Lane Miles,Region_x,Federal Functional Class,Construction End Date,Substantial Completion Date,Contract Type Description,Surface Type Code,Surface Type Description,Surface Thickness,Treat Base Type Code,Treat Base Type Description,Treat Base Thickness,UTreat Base Thickness,cYear,Traffic Year,ESALs,Construction Year,Major Rehab Year,Segment Lane Miles,ESALs Since Major Rehab,Total Thickness,Total Surface Thickness,Listed Surface Type,Pavement Type,Construction Pavement Type,Major Rehab Type,Prior Major Rehab Year,Prior Major Rehab Type,sfThick,Tthick,TSfThick,STcode,cumPPT,meanMinTemp,meanMaxTemp,cumESALs,cumFTC
1145,1469.0,2004,811,21918,17.24,63,56,21,263927.0,2004.0,1281.0,0.14,142.667,88.0,71.0,89.0,,22.0,2.0,146.88,146.95,0.0,BST,0.14,North Central,Rural Other Principal Arterial,1/1/1949 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1949.0,2013.0,18086.0,1926.0,2012.0,0.5,52240.0,1.76,0.68,BST,BST over ACP (Mixed),Unknown,BST,2005.0,BST,0.02,1.76,0.68,Other,6765.79011345,-8.36583334208,28.5575000445,420721.655246,37.0
1168,1935.0,2004,1093,26681,19.39,127,73,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,2135.0,2004,3963,87490,18.48,486,193,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,2427.0,2004,6171,106197,14.24,557,272,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,2559.0,2004,5805,98970,12.66,433,211,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,2672.0,2004,11452,126327,10.3,878,250,52,263958.0,2004.0,1484.0,0.175,107.871,64.0,80.0,86.0,133.0,170.0,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,2874.89994812,-8.24000000954,29.0862503052,622786.290239,484.0
1210,2697.0,2004,21815,145234,5.9,873,371,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,2736.0,2004,23654,157753,5.9,946,402,47,264113.0,2004.0,1985.0,0.169,63.83,92.0,90.0,86.0,,7.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,2817.9499588,-8.07374984025,29.2687499523,909627.846168,484.0
1241,1190.0,2005,11528,154687,10.86,775,398,80,279597.0,2005.0,1258.0,0.247,81.104,95.0,86.0,78.0,,8.0,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,1236.40000916,-3.97166669369,32.2933330536,1358792.59096,186.0
1262,1428.0,2005,1671,25112,13.71,164,58,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,1469.0,2005,799,20768,17.24,62,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1935.0,2005,1078,26170,19.39,126,72,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,2135.0,2005,3833,84589,18.48,470,187,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,2427.0,2005,5969,103934,14.02,510,278,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,2559.0,2005,5615,95849,12.66,419,204,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,2672.0,2005,11078,122184,10.3,850,242,50,279638.0,2005.0,1484.0,0.199,105.272,53.0,80.0,83.0,228.0,67.0,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,3241.15995789,-8.40111107296,28.9100002713,718069.35626,531.0
1328,2697.0,2005,20636,137587,5.9,825,351,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,2736.0,2005,23375,155508,5.9,935,397,47,279809.0,2005.0,1985.0,0.247,66.049,92.0,89.0,78.0,,2.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,3173.25995636,-8.24666653739,29.1055554284,1048796.17964,531.0
1361,1190.0,2006,11120,148956,10.86,747,384,77,294332.0,2006.0,1258.0,0.106,56.021,52.0,91.0,92.0,181.0,347.0,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,1584.02000427,-4.08000002589,32.4814284189,1600506.42299,213.0
1381,1428.0,2006,1825,27229,13.71,179,64,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,1469.0,2006,849,22429,17.24,66,58,22,294346.0,2006.0,1281.0,0.103,178.66,82.0,62.0,92.0,,114.0,2.0,146.88,146.95,0.0,BST,0.14,North Central,Rural Other Principal Arterial,1/1/1949 0:00:00,,RESURFACE EXISTING RDWY,TA,BST CLASS A CRS-2 TACK,0.02,0.0,,0.0,0.0,1949.0,2013.0,18086.0,1926.0,2012.0,0.5,52240.0,1.76,0.68,BST,BST over ACP (Mixed),Unknown,BST,2005.0,BST,0.02,1.76,0.68,Other,773.229980469,-6.94499993324,29.9499998093,39569.1134882,86.0
1411,2135.0,2006,3950,103003,20.58,506,235,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,2427.0,2006,5877,109956,14.66,510,290,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,2559.0,2006,5576,94699,12.66,416,203,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2672.0,2006,11002,121381,10.3,844,240,50,294390.0,2006.0,1484.0,0.146,89.321,67.0,84.0,88.0,66.0,265.0,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,3670.00996399,-8.55699996948,28.8990001678,815400.160251,591.0
1443,2697.0,2006,20570,137295,5.9,823,350,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,2736.0,2006,23300,154997,5.9,932,396,47,294546.0,2006.0,1985.0,0.128,66.56,89.0,89.0,90.0,,25.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,3598.61994171,-8.38599991798,29.0859998703,1190955.39378,591.0
1475,1190.0,2007,10845,153300,11.74,800,409,64,310045.0,2007.0,1258.0,0.316,87.35,95.0,85.0,71.0,,4.0,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,1756.27000427,-4.35625001788,32.5824999809,1842684.88712,248.0
1497,1428.0,2007,1746,36974,15.4,154,78,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2135.0,2007,4158,108368,20.58,532,248,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2427.0,2007,6115,114263,14.92,555,296,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,2559.0,2007,6094,104317,12.66,455,222,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,2672.0,2007,10778,173685,13.72,987,406,85,310103.0,2007.0,1484.0,0.219,112.791,56.0,79.0,81.0,104.0,433.6,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,4034.30995178,-8.47454543547,28.8654547605,916887.503023,636.0
1563,2697.0,2007,19753,206371,9.17,1282,409,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,2700.0,2007,21359,223362,9.17,1386,442,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,2701.0,2007,21390,223508,9.17,1388,443,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,2736.0,2007,25497,266924,9.17,1655,528,156,310274.0,2007.0,1985.0,0.287,69.882,81.0,88.0,74.0,,93.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,3944.12995148,-8.27727265791,29.0645453713,1339185.55631,636.0
1599,1190.0,2008,11243,165053,12.45,925,395,80,326520.0,2008.0,1258.0,0.207,87.955,78.0,84.0,82.0,32.0,183.0,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,1917.91999817,-4.77666672071,32.4822222392,2077125.95618,289.0
1621,1428.0,2008,1665,35806,15.4,147,74,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,2135.0,2008,3885,101050,20.58,497,232,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,2427.0,2008,5714,106708,14.92,518,277,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,2559.0,2008,5694,97017,12.66,425,207,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,2672.0,2008,10071,162206,13.72,923,380,80,326579.0,2008.0,1484.0,0.24,79.89,51.0,86.0,79.0,215.0,185.0,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,4380.8299408,-8.50499999523,28.8208335241,1024029.68664,681.0
1685,2697.0,2008,18740,195987,9.17,1216,388,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,2700.0,2008,20263,212321,9.17,1315,419,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,2701.0,2008,20292,212321,9.17,1317,420,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,2736.0,2008,24189,253128,9.17,1570,501,148,326754.0,2008.0,1985.0,0.315,70.67,78.0,88.0,71.0,33.0,127.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,4279.66996002,-8.28333330154,29.034166654,1495675.05397,681.0
1721,1190.0,2009,11745,236885,14.22,889,565,216,343885.0,2009.0,1258.0,0.25,90.115,59.0,84.0,78.0,87.0,504.0,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,2105.36000061,-4.95500004291,32.536000061,2315591.55057,326.0
1741,1422.0,2009,1796,38270,15.4,159,80,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,1428.0,2009,1630,34511,15.4,144,73,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,2135.0,2009,3963,103149,20.58,507,236,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,2427.0,2009,5829,109244,15.59,564,310,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,2559.0,2009,5717,97802,12.66,426,208,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,2672.0,2009,10273,165619,13.72,941,387,81,343953.0,2009.0,1484.0,0.202,92.49,57.0,83.0,83.0,104.0,448.4,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,4758.18992615,-8.63538459631,28.5246155079,1133585.69498,746.0
1808,2697.0,2009,19113,199838,9.17,1240,396,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,2700.0,2009,20666,216317,9.17,1341,428,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,2701.0,2009,20696,216463,9.17,1343,428,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,2736.0,2009,24670,257927,9.17,1601,511,150,344127.0,2009.0,1985.0,0.339,72.49,83.0,88.0,68.0,,81.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,4622.62995148,-8.39461532006,28.7338460776,1655690.13052,746.0
1844,1190.0,2010,11745,236885,14.22,889,565,216,362413.0,2010.0,1258.0,0.478,100.6,78.0,81.0,53.0,,,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,2463.93998718,-4.71727275848,32.412727356,2555834.78206,365.0
1866,1422.0,2010,1684,26189,14.48,170,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,1428.0,2010,1462,22758,14.48,147,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,2135.0,2010,4235,105996,20.56,532,298,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,2427.0,2010,5692,112584,16.17,546,346,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,2559.0,2010,6330,107730,12.66,472,230,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,2672.0,2010,9689,155892,13.72,888,365,77,362476.0,2010.0,1484.0,0.19,93.859,40.0,83.0,84.0,18.0,171.0,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,5104.76991272,-8.39857142312,28.663571494,1245905.02772,800.0
1933,2692.0,2010,18223,98422,4.72,552,293,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,2696.0,2010,19778,106945,4.72,599,318,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,2697.0,2010,20386,110084,4.72,618,328,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,2700.0,2010,22043,119118,4.72,668,355,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,2701.0,2010,22075,119483,4.72,669,355,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2736.0,2010,27587,149084,4.72,836,444,22,362648.0,2010.0,1985.0,0.367,74.5,81.0,87.0,65.0,,157.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,4953.48993683,-8.16571422985,28.8728570938,1819741.2574,800.0
1972,1190.0,2011,11676,235443,14.22,884,562,215,380749.0,2011.0,1258.0,0.324,93.051,50.0,83.0,70.0,,66.6,2.0,118.97,119.07,0.0,ACP,0.24,North Central,Urban Other Freeway/Expressway,10/14/1992 0:00:00,,RECONSTR EXISTING ALIGN,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,0.9,1992.0,2013.0,252525.0,1992.0,2012.0,0.12,380419.0,1.4,0.5,ACP,ACP,ACP,ACP,2000.0,ACP,0.35,1.4,0.5,BA,2676.86997986,-4.67333336671,32.3400001526,2794414.13624,26.0
1991,1422.0,2011,1642,25532,14.48,165,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1428.0,2011,1425,22101,14.48,143,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2135.0,2011,4157,104171,20.56,523,293,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,2427.0,2011,5835,115158,16.12,550,362,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,2559.0,2011,6229,106416,12.66,465,227,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,2672.0,2011,9556,153921,13.72,875,360,75,380805.0,2011.0,1484.0,0.212,100.374,55.0,82.0,82.0,30.0,252.3,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,5621.55989075,-8.13733332952,28.5493334452,1360393.3403,832.0
2055,2692.0,2011,17973,97108,4.72,545,289,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,2696.0,2011,19507,105631,4.72,591,314,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,2697.0,2011,20107,108770,4.72,609,324,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,2700.0,2011,21741,117658,4.72,659,350,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2701.0,2011,21772,117804,4.72,660,351,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,2736.0,2011,27209,147113,4.72,824,438,22,380964.0,2011.0,1985.0,0.439,79.1,76.0,86.0,57.0,,214.4,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,5457.29993439,-7.91733328501,28.7659999848,1986960.34815,832.0
2091,1190.0,2012,11912,240498,14.22,902,573,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,1240.0,2012,8113,225022,20.89,921,649,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1422.0,2012,1621,25021,14.48,163,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,1428.0,2012,1407,21955,14.48,142,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2135.0,2012,4219,105485,20.56,530,297,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,2427.0,2012,5889,125925,17.23,591,385,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,2672.0,2012,9592,154432,13.72,879,362,76,393863.0,2012.0,1484.0,0.243,102.788,43.0,81.0,79.0,175.0,611.0,2.0,267.13,267.23,0.0,ACP,0.1,Eastern,Urban Other Principal Arterial,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,153264.0,1988.0,2014.0,0.16,0.0,1.7,0.55,ACP,ACP,ACP,ACP,1997.0,ACP,0.25,1.7,0.55,Other,6204.21986389,-8.12812498212,28.5818750858,1476997.70352,900.0
2170,2692.0,2012,17993,97254,4.72,545,290,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2696.0,2012,19528,105631,4.72,592,314,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,2697.0,2012,20129,108770,4.72,610,324,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,2736.0,2012,27239,147259,4.72,825,439,22,394011.0,2012.0,1985.0,0.448,79.65,81.0,86.0,56.0,,96.0,2.0,273.54,273.64,0.0,ACP,0.2,Eastern,Urban Other Freeway/Expressway,9/15/1997 0:00:00,7/7/1997 0:00:00,RESURFACE EXISTING RDWY,AI,ACP CLASS A PBA-6,0.25,0.0,,0.0,0.0,1997.0,2013.0,223854.0,1926.0,2014.0,0.16,0.0,2.0,1.5,ACP,ACP,PCCP,ACP,1997.0,ACP,0.25,2.0,1.5,Other,6015.08991242,-7.87812495231,28.8012499809,2157270.09554,900.0
2203,1190.0,2013,12516,252525,14.22,947,602,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
